code,strand,grade,anchor,category,text,progressive_skill
SL.11-12.5,SL,11-12,5,PKI,"Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest.",
SL.11-12.6,SL,11-12,6,PKI,"Adapt speech to a variety of contexts and tasks, demonstrating a command of formal English when indicated or appropriate. (See grades 11-12 Language standards 1 and 3 on page 54 for specific expectations.)",
L.K.1,L,K,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.K.1a,L,K,1,CSE,Print many upper- and lowercase letters.,
L.K.1b,L,K,1,CSE,Use frequently occurring nouns and verbs.,
L.K.1c,L,K,1,CSE,"Form regular plural nouns orally by adding /s/ or /es/ (e.g., dog, dogs; wish, wishes).",
L.K.1d,L,K,1,CSE,"Understand and use question words (interrogatives) (e.g., who, what, where, when, why, how).",
L.K.1e,L,K,1,CSE,"Use the most frequently occurring prepositions (e.g., to, from, in, out, on, off, for, of, by, with).",
L.K.1f,L,K,1,CSE,Produce and expand complete sentences in shared language activities.,
L.K.2,L,K,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.K.2a,L,K,2,CSE,Capitalize the first word in a sentence and the pronoun I.,
L.K.2b,L,K,2,CSE,Recognize and name end punctuation.,
L.K.2c,L,K,2,CSE,Write a letter or letters for most consonant and short-vowel sounds (phonemes).,
L.K.2d,L,K,2,CSE,"Spell simple words phonetically, drawing on knowledge of sound-letter relationships.",
L.K.3,L,K,3,KOL,[Begins in grade 2],
L.K.4,L,K,4,VAU,Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on kindergarten reading and content.,
L.K.4a,L,K,4,VAU,"Identify new meanings for familiar words and apply them accurately (e.g., knowing duck is a bird and learning the verb to duck).",
L.K.4b,L,K,4,VAU,"Use the most frequently occurring inflections and affixes (e.g., -ed, -s, re-, un-, pre-, -ful, -less) as a clue to the meaning of an unknown word.",
L.K.5,L,K,5,VAU,"With guidance and support from adults, explore word relationships and nuances in word meanings.",
L.K.5a,L,K,5,VAU,"Sort common objects into categories (e.g., shapes, foods) to gain a sense of the concepts the categories represent.",
L.K.5b,L,K,5,VAU,Demonstrate understanding of frequently occurring verbs and adjectives by relating them to their opposites (antonyms).,
L.K.5c,L,K,5,VAU,"Identify real-life connections between words and their use (e.g., note places at school that are colorful).",
L.K.5d,L,K,5,VAU,"Distinguish shades of meaning among verbs describing the same general action (e.g., walk, march, strut, prance) by acting out the meanings.",
L.K.6,L,K,6,VAU,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts.",
L.1.1,L,1,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.1.1a,L,1,1,CSE,Print all upper- and lowercase letters.,
L.1.1b,L,1,1,CSE,"Use common, proper, and possessive nouns.",
L.1.1c,L,1,1,CSE,"Use singular and plural nouns with matching verbs in basic sentences (e.g., He hops; We hop).",
L.1.1d,L,1,1,CSE,"Use personal, possessive, and indefinite pronouns (e.g., I, me, my; they, them, their; anyone, everything).",
L.1.1e,L,1,1,CSE,"Use verbs to convey a sense of past, present, and future (e.g., Yesterday I walked home; Today I walk home; Tomorrow I will walk home).",
L.1.1f,L,1,1,CSE,Use frequently occurring adjectives.,
L.1.1g,L,1,1,CSE,"Use frequently occurring conjunctions (e.g., and, but, or, so, because).",
L.1.1h,L,1,1,CSE,"Use determiners (e.g., articles, demonstratives).",
L.1.1i,L,1,1,CSE,"Use frequently occurring prepositions (e.g., during, beyond, toward).",
L.1.1j,L,1,1,CSE,"Produce and expand complete simple and compound declarative, interrogative, imperative, and exclamatory sentences in response to prompts.",
L.1.2,L,1,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.1.2a,L,1,2,CSE,Capitalize dates and names of people.,
L.1.2b,L,1,2,CSE,Use end punctuation for sentences.,
L.1.2c,L,1,2,CSE,Use commas in dates and to separate single words in a series.,
L.1.2d,L,1,2,CSE,Use conventional spelling for words with common spelling patterns and for frequently occurring irregular words.,
L.1.2e,L,1,2,CSE,"Spell untaught words phonetically, drawing on phonemic awareness and spelling conventions.",
L.1.3,L,1,3,KOL,[Begins in grade 2],
L.1.4,L,1,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 1 reading and content, choosing flexibly from an array of strategies.",
L.1.4a,L,1,4,VAU,Use sentence-level context as a clue to the meaning of a word or phrase.,
L.1.4b,L,1,4,VAU,Use frequently occurring affixes as a clue to the meaning of a word.,
L.1.4c,L,1,4,VAU,"Identify frequently occurring root words (e.g., look) and their inflectional forms (e.g., looks, looked, looking).",
L.1.5,L,1,5,VAU,"With guidance and support from adults, demonstrate understanding of word relationships and nuances in word meanings.",
L.1.5a,L,1,5,VAU,"Sort words into categories (e.g., colors, clothing) to gain a sense of the concepts the categories represent.",
L.1.5b,L,1,5,VAU,"Define words by category and by one or more key attributes (e.g., a duck is a bird that swims; a tiger is a large cat with stripes).",
L.1.5c,L,1,5,VAU,"Identify real-life connections between words and their use (e.g., note places at home that are cozy).",
L.1.5d,L,1,5,VAU,"Distinguish shades of meaning among verbs differing in manner (e.g., look, peek, glance, stare, glare, scowl) and adjectives differing in intensity (e.g., large, gigantic) by defining or choosing them or by acting out the meanings.",
L.1.6,L,1,6,VAU,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using frequently occurring conjunctions to signal simple relationships (e.g., because).",
L.2.1,L,2,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.2.1a,L,2,1,CSE,"Use collective nouns (e.g., group).",
L.2.1b,L,2,1,CSE,"Form and use frequently occurring irregular plural nouns (e.g., feet, children, teeth, mice, fish).",
L.2.1c,L,2,1,CSE,"Use reflexive pronouns (e.g., myself, ourselves).",
L.2.1d,L,2,1,CSE,"Form and use the past tense of frequently occurring irregular verbs (e.g., sat, hid, told).",
L.2.1e,L,2,1,CSE,"Use adjectives and adverbs, and choose between them depending on what is to be modified.",
L.2.1f,L,2,1,CSE,"Produce, expand, and rearrange complete simple and compound sentences (e.g., The boy watched the movie; The little boy watched the movie; The action movie was watched by the little boy).",
L.2.2,L,2,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.2.2a,L,2,2,CSE,"Capitalize holidays, product names, and geographic names.",
L.2.2b,L,2,2,CSE,Use commas in greetings and closings of letters.,
L.2.2c,L,2,2,CSE,Use an apostrophe to form contractions and frequently occurring possessives.,
L.2.2d,L,2,2,CSE,"Generalize learned spelling patterns when writing words (e.g., cage -> badge; boy -> boil).",
L.2.2e,L,2,2,CSE,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",
L.2.3,L,2,3,KOL,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",
L.2.3a,L,2,3,KOL,Compare formal and informal uses of English.,
L.2.4,L,2,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 2 reading and content, choosing flexibly from an array of strategies.",
L.2.4a,L,2,4,VAU,Use sentence-level context as a clue to the meaning of a word or phrase.,
L.2.4b,L,2,4,VAU,"Determine the meaning of the new word formed when a known prefix is added to a known word (e.g., happy/unhappy, tell/retell).",
L.2.4c,L,2,4,VAU,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., addition, additional).",
L.2.4d,L,2,4,VAU,"Use knowledge of the meaning of individual words to predict the meaning of compound words (e.g., birdhouse, lighthouse, housefly; bookshelf, notebook, bookmark).",
L.2.4e,L,2,4,VAU,"Use glossaries and beginning dictionaries, both print and digital, to determine or clarify the meaning of words and phrases.",
L.2.5,L,2,5,VAU,Demonstrate understanding of word relationships and nuances in word meanings.,
L.2.5a,L,2,5,VAU,"Identify real-life connections between words and their use (e.g., describe foods that are spicy or juicy).",
L.2.5b,L,2,5,VAU,"Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl) and closely related adjectives (e.g., thin, slender, skinny, scrawny).",
L.2.6,L,2,6,VAU,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy).",
L.3.1,L,3,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.3.1a,L,3,1,CSE,"Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences.",
L.3.1b,L,3,1,CSE,Form and use regular and irregular plural nouns.,
L.3.1c,L,3,1,CSE,"Use abstract nouns (e.g., childhood).",
L.3.1d,L,3,1,CSE,Form and use regular and irregular verbs.,
L.3.1e,L,3,1,CSE,"Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses.",
L.3.1f,L,3,1,CSE,Ensure subject-verb and pronoun-antecedent agreement.,yes
L.3.1g,L,3,1,CSE,"Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified.",
L.3.1h,L,3,1,CSE,Use coordinating and subordinating conjunctions.,
L.3.1i,L,3,1,CSE,"Produce simple, compound, and complex sentences.",
L.3.2,L,3,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.3.2a,L,3,2,CSE,Capitalize appropriate words in titles.,
L.3.2b,L,3,2,CSE,Use commas in addresses.,
L.3.2c,L,3,2,CSE,Use commas and quotation marks in dialogue.,
L.3.2d,L,3,2,CSE,Form and use possessives.,
L.3.2e,L,3,2,CSE,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).",
L.3.2f,L,3,2,CSE,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.",
L.3.2g,L,3,2,CSE,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",
L.3.3,L,3,3,KOL,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",
L.3.3a,L,3,3,KOL,Choose words and phrases for effect.,yes
L.3.3b,L,3,3,KOL,Recognize and observe differences between the conventions of spoken and written standard English.,
L.3.4,L,3,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.",
L.3.4a,L,3,4,VAU,Use sentence-level context as a clue to the meaning of a word or phrase.,
L.3.4b,L,3,4,VAU,"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).",
L.3.4c,L,3,4,VAU,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).",
L.3.4d,L,3,4,VAU,"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.",
L.3.5,L,3,5,VAU,Demonstrate understanding of word relationships and nuances in word meanings.,
L.3.5a,L,3,5,VAU,"Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps).",
L.3.5b,L,3,5,VAU,"Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful).",
L.3.5c,L,3,5,VAU,"Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered).",
L.3.6,L,3,6,VAU,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them).",
L.4.1,L,4,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.4.1a,L,4,1,CSE,"Use relative pronouns (who, whose, whom, which, that) and relative adverbs (where, when, why).",
L.4.1b,L,4,1,CSE,"Form and use the progressive (e.g., I was walking; I am walking; I will be walking) verb tenses.",
L.4.1c,L,4,1,CSE,"Use modal auxiliaries (e.g., can, may, must) to convey various conditions.",
L.4.1d,L,4,1,CSE,"Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag).",
L.4.1e,L,4,1,CSE,Form and use prepositional phrases.,
L.4.1f,L,4,1,CSE,"Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons.",yes
L.4.1g,L,4,1,CSE,"Correctly use frequently confused words (e.g., to, too, two; there, their).",yes
L.4.2,L,4,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.4.2a,L,4,2,CSE,Use correct capitalization.,
L.4.2b,L,4,2,CSE,Use commas and quotation marks to mark direct speech and quotations from a text.,
L.4.2c,L,4,2,CSE,Use a comma before a coordinating conjunction in a compound sentence.,
L.4.2d,L,4,2,CSE,"Spell grade-appropriate words correctly, consulting references as needed.",
L.4.3,L,4,3,KOL,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",
L.4.3a,L,4,3,KOL,Choose words and phrases to convey ideas precisely.,yes
L.4.3b,L,4,3,KOL,Choose punctuation for effect.,yes
L.4.3c,L,4,3,KOL,"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion).",
L.4.4,L,4,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.",
L.4.4a,L,4,4,VAU,"Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase.",
L.4.4b,L,4,4,VAU,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph).",
L.4.4c,L,4,4,VAU,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.",
L.4.5,L,4,5,VAU,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",
L.4.5a,L,4,5,VAU,"Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context.",
L.4.5b,L,4,5,VAU,"Recognize and explain the meaning of common idioms, adages, and proverbs.",
L.4.5c,L,4,5,VAU,Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).,
L.4.6,L,4,6,VAU,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).",
L.5.1,L,5,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.5.1a,L,5,1,CSE,"Explain the function of conjunctions, prepositions, and interjections in general and their function in particular sentences.",
L.5.1b,L,5,1,CSE,"Form and use the perfect (e.g., I had walked; I have walked; I will have walked) verb tenses.",
L.5.1c,L,5,1,CSE,"Use verb tense to convey various times, sequences, states, and conditions.",
L.5.1d,L,5,1,CSE,Recognize and correct inappropriate shifts in verb tense.,yes
L.5.1e,L,5,1,CSE,"Use correlative conjunctions (e.g., either/or, neither/nor).",
L.5.2,L,5,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.5.2a,L,5,2,CSE,Use punctuation to separate items in a series.,yes
L.5.2b,L,5,2,CSE,Use a comma to separate an introductory element from the rest of the sentence.,
L.5.2c,L,5,2,CSE,"Use a comma to set off the words yes and no (e.g., Yes, thank you), to set off a tag question from the rest of the sentence (e.g., It's true, isn't it?), and to indicate direct address (e.g., Is that you, Steve?).",
L.5.2d,L,5,2,CSE,"Use underlining, quotation marks, or italics to indicate titles of works.",
L.5.2e,L,5,2,CSE,"Spell grade-appropriate words correctly, consulting references as needed.",
L.5.3,L,5,3,KOL,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",
L.5.3a,L,5,3,KOL,"Expand, combine, and reduce sentences for meaning, reader/listener interest, and style.",
L.5.3b,L,5,3,KOL,"Compare and contrast the varieties of English (e.g., dialects, registers) used in stories, dramas, or poems.",
L.5.4,L,5,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies.",
L.5.4a,L,5,4,VAU,"Use context (e.g., cause/effect relationships and comparisons in text) as a clue to the meaning of a word or phrase.",
L.5.4b,L,5,4,VAU,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., photograph, photosynthesis).",
L.5.4c,L,5,4,VAU,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.",
L.5.5,L,5,5,VAU,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",
L.5.5a,L,5,5,VAU,"Interpret figurative language, including similes and metaphors, in context.",
L.5.5b,L,5,5,VAU,"Recognize and explain the meaning of common idioms, adages, and proverbs.",
L.5.5c,L,5,5,VAU,"Use the relationship between particular words (e.g., synonyms, antonyms, homographs) to better understand each of the words.",
L.5.6,L,5,6,VAU,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition).",
L.6.1,L,6,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.6.1a,L,6,1,CSE,"Ensure that pronouns are in the proper case (subjective, objective, possessive).",
L.6.1b,L,6,1,CSE,"Use intensive pronouns (e.g., myself, ourselves).",
L.6.1c,L,6,1,CSE,Recognize and correct inappropriate shifts in pronoun number and person.,yes
L.6.1d,L,6,1,CSE,"Recognize and correct vague pronouns (i.e., ones with unclear or ambiguous antecedents).",yes
L.6.1e,L,6,1,CSE,"Recognize variations from standard English in their own and others' writing and speaking, and identify and use strategies to improve expression in conventional language.",yes
L.6.2,L,6,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.6.2a,L,6,2,CSE,"Use punctuation (commas, parentheses, dashes) to set off nonrestrictive/parenthetical elements.",yes
L.6.2b,L,6,2,CSE,Spell correctly.,
L.6.3,L,6,3,KOL,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",
L.6.3a,L,6,3,KOL,"Vary sentence patterns for meaning, reader/listener interest, and style.",yes
L.6.3b,L,6,3,KOL,Maintain consistency in style and tone.,yes
L.6.4,L,6,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies.",
L.6.4a,L,6,4,VAU,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",
L.6.4b,L,6,4,VAU,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., audience, auditory, audible).",
L.6.4c,L,6,4,VAU,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",
L.6.4d,L,6,4,VAU,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",
L.6.5,L,6,5,VAU,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",
L.6.5a,L,6,5,VAU,"Interpret figures of speech (e.g., personification) in context.",
L.6.5b,L,6,5,VAU,"Use the relationship between particular words (e.g., cause/effect, part/whole, item/category) to better understand each of the words.",
L.6.5c,L,6,5,VAU,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., stingy, scrimping, economical, unwasteful, thrifty).",
L.6.6,L,6,6,VAU,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,
L.7.1,L,7,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.7.1a,L,7,1,CSE,Explain the function of phrases and clauses in general and their function in specific sentences.,
L.7.1b,L,7,1,CSE,"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas.",
L.7.1c,L,7,1,CSE,"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.",yes
L.7.2,L,7,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.7.2a,L,7,2,CSE,"Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt).",
L.7.2b,L,7,2,CSE,Spell correctly.,
L.7.3,L,7,3,KOL,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",
L.7.3a,L,7,3,KOL,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.",yes
L.7.4,L,7,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies.",
L.7.4a,L,7,4,VAU,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",
L.7.4b,L,7,4,VAU,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel).",
L.7.4c,L,7,4,VAU,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",
L.7.4d,L,7,4,VAU,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",
L.7.5,L,7,5,VAU,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",
L.7.5a,L,7,5,VAU,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context.",
L.7.5b,L,7,5,VAU,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words.",
L.7.5c,L,7,5,VAU,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending).",
L.7.6,L,7,6,VAU,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,
L.8.1,L,8,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.8.1a,L,8,1,CSE,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences.",
L.8.1b,L,8,1,CSE,Form and use verbs in the active and passive voice.,
L.8.1c,L,8,1,CSE,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood.",
L.8.1d,L,8,1,CSE,Recognize and correct inappropriate shifts in verb voice and mood.,yes
L.8.2,L,8,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.8.2a,L,8,2,CSE,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break.",
L.8.2b,L,8,2,CSE,Use an ellipsis to indicate an omission.,
L.8.2c,L,8,2,CSE,Spell correctly.,
L.8.3,L,8,3,KOL,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",
L.8.3a,L,8,3,KOL,"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact).",
L.8.4,L,8,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies.",
L.8.4a,L,8,4,VAU,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",
L.8.4b,L,8,4,VAU,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede).",
L.8.4c,L,8,4,VAU,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",
L.8.4d,L,8,4,VAU,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",
L.8.5,L,8,5,VAU,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",
L.8.5a,L,8,5,VAU,"Interpret figures of speech (e.g. verbal irony, puns) in context.",
L.8.5b,L,8,5,VAU,Use the relationship between particular words to better understand each of the words.,
L.8.5c,L,8,5,VAU,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute).",
L.8.6,L,8,6,VAU,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,
L.9-10.1,L,9-10,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.9-10.1a,L,9-10,1,CSE,Use parallel structure.,yes
L.9-10.1b,L,9-10,1,CSE,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations.",
L.9-10.2,L,9-10,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.9-10.2a,L,9-10,2,CSE,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.,
L.9-10.2b,L,9-10,2,CSE,Use a colon to introduce a list or quotation.,
L.9-10.2c,L,9-10,2,CSE,Spell correctly.,
L.9-10.3,L,9-10,3,KOL,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",
L.9-10.3a,L,9-10,3,KOL,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",
L.9-10.4,L,9-10,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",
L.9-10.4a,L,9-10,4,VAU,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",
L.9-10.4b,L,9-10,4,VAU,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy).",
L.9-10.4c,L,9-10,4,VAU,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",
L.9-10.4d,L,9-10,4,VAU,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",
L.9-10.5,L,9-10,5,VAU,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",
L.9-10.5a,L,9-10,5,VAU,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.",
L.9-10.5b,L,9-10,5,VAU,Analyze nuances in the meaning of words with similar denotations.,
L.9-10.6,L,9-10,6,VAU,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",
L.11-12.1,L,11-12,1,CSE,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,
L.11-12.1a,L,11-12,1,CSE,"Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested.",
L.11-12.1b,L,11-12,1,CSE,"Resolve issues of complex or contested usage, consulting references (e.g., Merriam-Webster's Dictionary of English Usage, Garner's Modern American Usage) as needed.",
L.11-12.2,L,11-12,2,CSE,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",
L.11-12.2a,L,11-12,2,CSE,Observe hyphenation conventions.,
L.11-12.2b,L,11-12,2,CSE,Spell correctly.,
L.11-12.3,L,11-12,3,KOL,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",
L.11-12.3a,L,11-12,3,KOL,"Vary syntax for effect, consulting references (e.g., Tufte's Artful Sentences) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading.",
L.11-12.4,L,11-12,4,VAU,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11-12 reading and content, choosing flexibly from a range of strategies.",
L.11-12.4a,L,11-12,4,VAU,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",
L.11-12.4b,L,11-12,4,VAU,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable).",
